Column 1,Column 2
MISSION Réunion Only You - NH Hôtel 11/03 Lyon,CONGRÈS - SYMPOSIUM
MISSION Réunion groupe St.Veran 31 mai & 1er/6 Paris,CONGRÈS - SYMPOSIUM
MISSION oConceptionopedia cuba du 6 au 8/05,CONGRÈS - SYMPOSIUM
MISSION_CONSEIL,CONTRAT DE CONSULTANT
MISSION_D'EXPERTISE,EXPERT
MISSION_DE_CONSEILS,CONTRAT DE CONSULTANT
MONACO AGE ONCOLOGY 2013,CONGRÈS - SYMPOSIUM
Macova 2013,CONGRÈS - SYMPOSIUM
Madrid,CONGRÈS - SYMPOSIUM
Managing Spinal Fractur - Copenhague,CONGRÈS - SYMPOSIUM
Managing haemophilia for life,CONGRÈS - SYMPOSIUM
Manifestation,CONGRÈS - SYMPOSIUM
Manifestation de promotion,CONGRÈS - SYMPOSIUM
Manifestation promotionnelle,CONGRÈS - SYMPOSIUM
Manifestation scientifique,CONGRÈS - SYMPOSIUM
Manifestation scientifique  congrès  table ronde  â€¦,CONGRÈS - SYMPOSIUM
Manifestation scientifique - congrès - table ronde,CONGRÈS - SYMPOSIUM
Manifestation scientifique - congrès - table ronde - …,CONGRÈS - SYMPOSIUM
Manifestation Ã  caractÃ¨re professionnel et scientifique,CONGRÈS - SYMPOSIUM
Manifestation à caractère professionnel  et scientifique,CONGRÈS - SYMPOSIUM
Manifestation à caractère professionnel et scientifique,CONGRÈS - SYMPOSIUM
Manifestation à caractère professionnel et scientitique,CONGRÈS - SYMPOSIUM
Manifestation à caractère professionnelle et scientifique,CONGRÈS - SYMPOSIUM
Manifestation à caractère scientifique,CONGRÈS - SYMPOSIUM
Manifestation à caractère scientifique et professionnel,CONGRÈS - SYMPOSIUM
Manifestation à caractére scientifique,CONGRÈS - SYMPOSIUM
MasterClass Total knee Arthroplasty,FORMATION
Masterclass Hip & Hip Summit,CONGRÈS - SYMPOSIUM
Masterclass Tribologie - Strasbourg,FORMATION
Matinée de Rythmologie / Strasbourg,CONGRÈS - SYMPOSIUM
Matinée opératoire sur les arthroscopies de hanche avec Dr Gédouin NCN le 14/09/12,CONGRÈS - SYMPOSIUM
Matinée opératoire sur les arthroscopies de hanche avec le Dr Gédouin NCN Nantes,CONGRÈS - SYMPOSIUM
Matinée opératoire sur les arthroscopies de hanche avec le Dr Gédouin NCN Nantes le 30/01/13,CONGRÈS - SYMPOSIUM
Meet the Expert - Montpellier,CONGRÈS - SYMPOSIUM
Meeting Investigateurs,CONGRÈS - SYMPOSIUM
Meeting Sud Ouest,CONGRÈS - SYMPOSIUM
Meeting with Benoit Leyh and Yves Jaumes,CONGRÈS - SYMPOSIUM
Melanoma conference,CONGRÈS - SYMPOSIUM
Metal on Metal: the state of the art (Smith&Nephew Event),CONGRÈS - SYMPOSIUM
Milan 2012 CONGRES PAIN CONGRES,CONGRÈS - SYMPOSIUM
Mise en place de l'orthèse Narval dans le traitement de l'apnée et du ronflement FORMATION_PRATIQUE,CONGRÈS - SYMPOSIUM
Mise en place de l'orthèse Narval dans le traitement de la ronchopathie FORMATION_PRATIQUE,CONGRÈS - SYMPOSIUM
Mise en place orthèse Narval dans le traitement de l apnée et du ronflement FORMATION_PRATIQUE,FORMATION
Mises au point en Imagerie CHU LILLE,CONGRÈS - SYMPOSIUM
Mission d'intervention,ORATEUR/FORMATEUR
Monaco USA Arrhythmia Course/Monaco,CONGRÈS - SYMPOSIUM
Mycoses oropharyngées,CONGRÈS - SYMPOSIUM
Médecin conseil et formateur,ORATEUR/FORMATEUR
N.R.,DIVERS
NEURO CHIR,CONGRÈS - SYMPOSIUM
NEURORADIOLOGY&FONCTIONAL NEUROANATOMY Londres,CONGRÈS - SYMPOSIUM
NEW SITE TRAINING AT A LIFE CASE CENTER,CONGRÈS - SYMPOSIUM
NHBD 2013,CONGRÈS - SYMPOSIUM
NICE SHOULDER COURSE,CONGRÈS - SYMPOSIUM
NON APPLICABLE  RELATIONS NORMALES DE TRAVAIL,HOSPITALITÉ
NON APPLICABLE - RELATIONS NORMALES DE TRAVAIL,HOSPITALITÉ
NON CHIRURGICAL - SYMPOSIUM DES DÉCIDEURS À PARIS - ECOLE EUROPÉENNE DE CHIRURGIE,CONGRÈS - SYMPOSIUM
NOUVEAUTE EN CONTRACEPTION,CONGRÈS - SYMPOSIUM
NOUVEAUTES  EN CONTRACEPTION,CONGRÈS - SYMPOSIUM
NOUVEAUTES EN CHIRURGIE VASCULAIRE NOVEMBRE 2012,CONGRÈS - SYMPOSIUM
NOUVEAUTES EN CICATRISATION,CONGRÈS - SYMPOSIUM
NOUVEAUTES EN CONTRACEPTION,CONGRÈS - SYMPOSIUM
NOUVEAUTES EN CONTRACEPTION ET QUESTIONS DIVERSES,CONGRÈS - SYMPOSIUM
NOUVEAUTES EN CONTRACEPTION HORMONALE,CONGRÈS - SYMPOSIUM
NPWT International Consensus Panel,CONGRÈS - SYMPOSIUM
NT Formation 30 31 juillet 2012,FORMATION
NT Formation La Pitié 20_23 septembre 2012,FORMATION
NT Formation Valenciennes 14 septembre 2012,FORMATION
"NT Formation Valenciennes, 14 septembre 2012",FORMATION
Neuromodulation Fundamental Course Leiden,FORMATION
Nice Shoulder Course,FORMATION
Non renseigné,DIVERS
Nouveatés en contraception,CONGRÈS - SYMPOSIUM
Nouveautés en cicatrisation,CONGRÈS - SYMPOSIUM
Nouveautés en contraception,CONGRÈS - SYMPOSIUM
Nouveautés en stomathérapie,CONGRÈS - SYMPOSIUM
Nouveautés sur les progestatifs:utilisés seuls ou associés à un estrogène,CONGRÈS - SYMPOSIUM
Nouvelle génération de matériel,CONGRÈS - SYMPOSIUM
Nouvelles Journées d'Echographie Foetale,CONGRÈS - SYMPOSIUM
Nouvelles perspectives thérapeutiques dans la prise en charge de la douleur du cancer,CONGRÈS - SYMPOSIUM
Nouvelles recommandations sur les suivis de grossesse,CONGRÈS - SYMPOSIUM
Nouvelles recommendations de la prise en charge des adp,CONGRÈS - SYMPOSIUM
Nurse Training OUEST Nantes 20121004,FORMATION
Nurse Training SUD  Marseille 2012,CONGRÈS - SYMPOSIUM
Nurse and Resident Trauma IC / IACES Trauma Side Event - LILLE,CONGRÈS - SYMPOSIUM
Nutrition et escarres,CONGRÈS - SYMPOSIUM
OARATEUR - CONNEXION ULCERES DIGITAUX - ST MALO LE 28 MARS 2013,ORATEUR/FORMATEUR
OCT imagerie haute définition,CONGRÈS - SYMPOSIUM
ONDE DE CHOCS EN 2012 EN RHUMATOLOGIE RP_DINER,HOSPITALITÉ
OPEPS,CONGRÈS - SYMPOSIUM
OPPORTUNITE - ALF - LIMOGES le 04 janvier 2013,HOSPITALITÉ
OPPORTUNITE - AUREVILLE le 02 avril 2013,HOSPITALITÉ
OPPORTUNITE - BESANÇON le 13 février 2013,HOSPITALITÉ
OPPORTUNITE - BESANÇON le 29 janvier 2013,HOSPITALITÉ
OPPORTUNITE - BORDEAUX le 06 février 2013,HOSPITALITÉ
OPPORTUNITE - BREST le 25 janvier 2013,HOSPITALITÉ
OPPORTUNITE - BRON le 04 février 2013,HOSPITALITÉ
OPPORTUNITE - CAEN le 19 février 2013,HOSPITALITÉ
OPPORTUNITE - CAEN le 21 mai 2013,HOSPITALITÉ
OPPORTUNITE - CAEN le 26 février 2013,HOSPITALITÉ
OPPORTUNITE - CARDIOPEDIATRES - LA TRONCHE le 15 mars 2013,HOSPITALITÉ
OPPORTUNITE - CARDIOPEDIATRIE - NANTES le 22 février 2013,HOSPITALITÉ
OPPORTUNITE - CLERMONT-FERRAND le 27 février 2013,HOSPITALITÉ
OPPORTUNITE - CLERMONT-FERRAND le 28 janvier 2013,HOSPITALITÉ
OPPORTUNITE - CORMONTREUIL le 18 mars 2013,HOSPITALITÉ
OPPORTUNITE - CORMONTREUIL le 25 février 2013,HOSPITALITÉ
OPPORTUNITE - Cardiologues - ANNONAY le 15 février 2013,HOSPITALITÉ
OPPORTUNITE - Cardiopédiatrie - PESSAC le 11 février 2013,HOSPITALITÉ
OPPORTUNITE - DEJEUNER AVEC KOLS - TOULOUSE LE 06 JANVIER 2012,HOSPITALITÉ
OPPORTUNITE - DEJEUNER LORS DU CONGRES JESFC - PARIS LE 13 JANVIER 2012,HOSPITALITÉ
OPPORTUNITE - DIJON le 06 mars 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 08 février 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 12 février 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 13 mars 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 21 mars 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 22 février 2013,HOSPITALITÉ
OPPORTUNITE - DIJON le 25 janvier 2013,HOSPITALITÉ
OPPORTUNITE - FOIX le 06 MARS 2012,HOSPITALITÉ
OPPORTUNITE - HTAP - BESANÇON le 10 avril 2013,HOSPITALITÉ
OPPORTUNITE - HTAP - DIJON le 02 avril 2013,HOSPITALITÉ
OPPORTUNITE - HTAP - HEROUVILLE ST CLAIR le 05 février 2013,HOSPITALITÉ
OPPORTUNITE - HTAP Cardio - DIJON le 30 avril 2013,HOSPITALITÉ
OPPORTUNITE - LA SOURCE le 18 mars 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 03 janvier 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 07 juin 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 14 janvier 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 18 avril 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 19 avril 2013,HOSPITALITÉ
OPPORTUNITE - LA TRONCHE le 19 février 2013,HOSPITALITÉ
OPPORTUNITE - LE BOUSCAT le 19 avril 2013,HOSPITALITÉ
OPPORTUNITE - LE KREMLIN BICETRE le 07 mars 2013,HOSPITALITÉ
OPPORTUNITE - LE KREMLIN BICETRE le 18 février 2013,HOSPITALITÉ
OPPORTUNITE - LYON le 20 février 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 12 mars 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 15 avril 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 17 avril 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 18 avril 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 22 février 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 24 janvier 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 24 mai 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 25 janvier 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 26 avril 2013,HOSPITALITÉ
OPPORTUNITE - MARSEILLE le 28 mars 2013,HOSPITALITÉ
OPPORTUNITE - METZ le 02 avril 2013,HOSPITALITÉ
OPPORTUNITE - METZ le 07 mai 2013,HOSPITALITÉ
OPPORTUNITE - METZ le 08 avril 2013,HOSPITALITÉ
OPPORTUNITE - MONTAUBAN LE 31 JANVIER 2012,HOSPITALITÉ
OPPORTUNITE - MONTAUBAN LE 31 JUILLET 2012,HOSPITALITÉ
OPPORTUNITE - MONTPELLIER le 24 mai 2013,HOSPITALITÉ
OPPORTUNITE - MONTPELLIER le 25 janvier 2013,HOSPITALITÉ
OPPORTUNITE - Médecine Interne - DIJON le 08 avril 2013,HOSPITALITÉ
OPPORTUNITE - Médecine Interne - DIJON le 15 avril 2013,HOSPITALITÉ
OPPORTUNITE - NANCY le 30 mai 2013,HOSPITALITÉ
OPPORTUNITE - NICE le 11 mars 2013,HOSPITALITÉ
OPPORTUNITE - NICE le 22 janvier 2013,HOSPITALITÉ
OPPORTUNITE - NICE le 28 mars 2013,HOSPITALITÉ
OPPORTUNITE - NICE le 29 janvier 2013,HOSPITALITÉ
OPPORTUNITE - NPC FORUM - VIENNE le 15 mars 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 01 février 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 05 février 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 06 mars 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 11 juin 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 19 mars 2013,HOSPITALITÉ
OPPORTUNITE - PARIS le 29 mars 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 06 mars 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 16 janvier 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 17 mai 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 18 avril 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 20 juin,HOSPITALITÉ
OPPORTUNITE - PESSAC le 26 février 2013,HOSPITALITÉ
OPPORTUNITE - PESSAC le 29 avril 2013,HOSPITALITÉ
OPPORTUNITE - PIERRE BENITE le 04 février 2013,HOSPITALITÉ
OPPORTUNITE - QUIMPER le 11 février 2013,HOSPITALITÉ
OPPORTUNITE - RENNES LE 28 FEVRIER 2012,HOSPITALITÉ
OPPORTUNITE - RENNES LE 30 OCTOBRE 2012,HOSPITALITÉ
OPPORTUNITE - Réunion de travail réseau HTAP - RENNES le 29 janvier 2013,HOSPITALITÉ
OPPORTUNITE - SAINT HERBLAIN le 17 mai 2013,HOSPITALITÉ
OPPORTUNITE - SAINT-ETIENNE le 26 février 2013,HOSPITALITÉ
OPPORTUNITE - STRASBOURG le 18 mars 2013,HOSPITALITÉ
OPPORTUNITE - STRASBOURG le 21 mai 2013,HOSPITALITÉ
OPPORTUNITE - STRASBOURG le 23 mai 2013,HOSPITALITÉ
OPPORTUNITE - STRASBOURG le 27 mai 2013,HOSPITALITÉ
OPPORTUNITE - THIONVILLE le 18 mars 2013,HOSPITALITÉ
OPPORTUNITE - THIONVILLE le 25 janvier 2013,HOSPITALITÉ
OPPORTUNITE - THIONVILLE le 25 juin 2013,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 02 AOUT 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 04 OCTOBRE 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 05 NOVEMBRE 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 11 OCTOBRE 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 26 OCTOBRE 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE LE 30 MARS 2012,HOSPITALITÉ
OPPORTUNITE - TOULOUSE le 18 janvier 2013,HOSPITALITÉ
OPPORTUNITE - TOURS le 04 juin 2013,HOSPITALITÉ
OPPORTUNITE - TOURS le 16 mai 2013,HOSPITALITÉ
OPPORTUNITE - VANDOEUVRE LES NANCY le 20 mars 2013,HOSPITALITÉ
OPPORTUNITE - VANDOEUVRE LES NANCY le 23 avril 2013,HOSPITALITÉ
OPPORTUNITE - VICHY le 21 mars 2013,HOSPITALITÉ
OPPORTUNITE - VILLERS LES NANCY le 07 juin 2013,HOSPITALITÉ
OPPORTUNITE Cardio-Pédiatres - TOURS le 11 juin 2013,HOSPITALITÉ
OPPORTUNITE Congrès CCML - LE PLESSIS ROBINSON le 30 mai 2013,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI - MARSEILLE le 05 juin,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI - MARSEILLE le 05 juin 2013,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI - MARSEILLE le 06 juin 2013,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI - MARSEILLE le 07 juin 2013,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI -MARSEILLE le 04 juin 2013,HOSPITALITÉ
OPPORTUNITE Congrès SNFMI -MARSEILLE le 05 juin 2013,HOSPITALITÉ
OPPORTUNITE DEJEUNER,HOSPITALITÉ
OPPORTUNITE DEJEUNER LORS DU CONGRES JFHTAP - PARIS LE 06 DECEMBRE 2012,HOSPITALITÉ
OPPORTUNITE DU - VALENCIENNES le 27 juin 2013,HOSPITALITÉ
OPPORTUNITE EURO ECHO - PARIS le 13 juin 2013,HOSPITALITÉ
OPPORTUNITE KOL Cardiologie - NICE le 11 juin 2013,HOSPITALITÉ
OPPORTUNITE KOL Cardiologie - NICE le 28 juin 2013,HOSPITALITÉ
OPPORTUNITE Réunion et déjeuner - TOULOUSE LE 12 OCTOBRE 2012,HOSPITALITÉ
OPPORTUNITE SIEGE,HOSPITALITÉ
OPPORTUNITE congrès CPLF - LILLE le 01 février 2013,HOSPITALITÉ
OPPPORTUNITE - BORDEAUX le 28 février 2013,CONGRÈS - SYMPOSIUM
ORATEUR,ORATEUR/FORMATEUR
ORATEUR - 10EME JOURNEE FRANCAISE DE L'HTAP - PARIS DU 06 AU 07 DECEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - 13EMES ATELIERS FRANCOPHONES DE LA SCLERODERMIE SYSTEMIQUE - LILLE DU 28 AU 29 NOVEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - 22EME CONGRES DE LA SFNP - MARSEILLE DU 30 JANVIER AU 02 FEVRIER 2012,ORATEUR/FORMATEUR
ORATEUR - 3EME JOURNEE FRANCAISE DE L'HTAP ET CARDIOPEDIATRIE - PARIS LE 29 JUIN 2012,ORATEUR/FORMATEUR
ORATEUR - 66EME CONGRES DE LA SOCIETE NATIONALE FRANCAISE DE MEDECINE INTERNE - NICE DU 12 AU 14 DECEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - 7EME JOURNEE FRANCAISE DE LA SCLERODERMIE SYSTEMIQUE - PARIS LE 28 SEPTEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - 9EMES JOURNEES ALAIN CHOUSSAT - TOULOUSE DU 13 AU 14 SEPTEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - ATELIER FORMATION NPC - PARIS LE 14 JUIN 2012,ORATEUR/FORMATEUR
ORATEUR - ATELIERS DE CAPILLAROSCOPIE PERIUNGUEALE - GRENOBLE DU 19 AU 20 NOVEMBRE 2012,ORATEUR/FORMATEUR
"ORATEUR - CONGRES REGIONAL ""FORMATION HARPE : L'EDUCATION THERAPEUTIQUE DANS L'HTAP"" - LE KREMLIN BICETRE LE 21 MARS 2013",ORATEUR/FORMATEUR
ORATEUR - CONGRES REGIONAL CONGRES CCML - LE PLESIS ROBINSON LE 30 MAI 2013,ORATEUR/FORMATEUR
ORATEUR - CONGRES REGIONAL FORMATION HARPE : L'EDUCATION THERAPEUTIQUE DANS L'HTAP - LE KREMLIN BICETRE LE 21 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION  LA MAIN SCLERODERMIQUE MONTPELLIER LE 27 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION 5EMES RENCONTRES ANNECIENNES DE L'HTAP - VEYRIER DU LAC LE 27 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ACTUALITES DE LA SCLERODERMIE SYSTEMIQUE - LYON LE 14 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ATELIER CARDIOPATHIE CONGENITALES N° 6 : SYNTHESE - TOULOUSE LE 05 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 3 : LE SYNDROME D'EISENMENGER - TOULOUSE LE 23 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 4 : CANAL ATRIO VENTRICULAIRE - TOULOUSE LE 19 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 5 - TOULOUSE LE 20 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION CARDIOPATHIE CONGENITALES N° 2 : LES CIV - BREST LE 20 JUIN 2012,ORATEUR/FORMATEUR
ORATEUR - CONNEXION CARDIOPATHIES CONGENITALES - SOYAUX LE 21 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION CARDIOPATHIES CONGENITALES DE L'ADOLESCENT ET DE L'ADULTE : QUELLE PRISE EN CHARGE EN ? - CASTELNAU-LE-LEZ LE 13 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION CENTRE DE REFERENCE DE LA SSC LILLE - LESQUIN LE 14 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP - GRENOBLE LE 18 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP - LE MANS LE 19 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP - NIORT MLE 14 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP - PLERIN LLE 16 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP EN 2013 : RECOMMANDATIONS ET CAS CLINIQUES - SAINT DIE DES VOSGES LE 07 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP ET CARDIOPATHIE CONGENITALE ACEP - PARIS LE 06 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP ET CARDIOPATHIES CONGENITALES - QUIMPER LE 13 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP ET ULCERATIONS DIGITALES - BERGERAC LE 29 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP NANTES - SAINT-HERBLAIN LE 11 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HTAP VENDEE - LA MOTHE ACHARD LE 14 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION HYPERTENSION ARTERIELLE PULMONAIRE EN REGION PACA EST - NICE LE 11 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION L'HTAP EN 2013 - MARTRES TOLOSANE LE 04 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LA MAIN SCLERODERMIQUE : DE LA GENE AU HANDICAP MONTPELLIER LE 27 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LA MAIN SCLERODERMIQUE : DE LA GENE AU HANDICAP NICE LE 27 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LA MAIN SCLERODERMIQUE MONTPELLIER LE 27 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LES ADULTES AVEC UNE CARDIOPATHIE CONGENITALE - CASTRES LE 07 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LES MALADIES AUTO-IMMUNES ET SYSTEMIQUES RARES - BONNAC LA COTE LE 17 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION LES PROBLEMES EMERGENT DES CARDIOPATHIES CONGENITALES - PAU LE 30 MAI 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION MALADIES METABOLIQUES A EXPRESSION PSYCHIATRIQUE - MARSEILLE LE 30 MAI 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION MALADIES METABOLIQUES A EXPRESSION PSYCHIATRIQUE - MONTPELLIER LE 05 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION MULTI-SERVICES - CORBEIL ESSONNES LE 30 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION NOUVELLES INFORMATIONS DANS LA PRISE EN CHARGE DE L'HTAP - CALAIS LE 26 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ORGANISATION DE LA PRISE EN CHARGE DES PATIENTS CONGENITAUX ADULTES - NIMES LE 10 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION PATIENTS COMPLIQUES D'UNE HTAP - ACTUALITES EN 2013 - CHERBOURG OCTEVILLE LE 13 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION PATIENTS SSC - MAYENNE LE 07 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION RCP HTAP - MARSEILLE LE 20 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION RENCONTRE DES RHUMATOLOGUES DU SUD-EST : CHORUSE - MOUGINS LE 04 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION RETOUR DU CONGRES MONDIAL HTAP: QUOI DE NEUF - SAINT ETIENNE DU ROUVRAY LE 10 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION REUNION DE RESEAU HTAP - TROYES LE 11 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION REUNION ULCERES DIGITAUX - CHARTRES LE 23 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION SCLERODERMIE - BREST LE 28 MARS 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION SCLERODERMIE : MISE AU POINT - STRASBOURG LE 04 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION SCLERODERMIE ET ULCERES DIGITAUX - STRASBOURG LE 31 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION SSC ET GROSSESSE - VANNES LE 01 FEVRIER 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION ULCERES DIGITAUX - VANDOEUVRE LES NANCY LE 20 JUIN 2013,ORATEUR/FORMATEUR
ORATEUR - CONNEXION VAL DE GRACE - PARIS LE 23 JANVIER 2013,ORATEUR/FORMATEUR
ORATEUR - DU/DESS  - DIU USIC SESSION ICD - LA TRONCHE LE 18 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - DU/DESS - DIU USIC SESSION ICD - LA TRONCHE LE 18 AVRIL 2013,ORATEUR/FORMATEUR
ORATEUR - EPU CARDIOPATHIES CONGENITALES - GUADELOUPE LE 04 OCTOBRE 2012,ORATEUR/FORMATEUR
ORATEUR - EPU CARDIOPATHIES CONGENITALES - GUYANE LE 11 OCTOBRE 2012,ORATEUR/FORMATEUR
ORATEUR - EPU PROBLEMATIQUES DES CARDIOPATHIES CONGENITALES DEVENUES ADULTES - MARTINIQUE LE 13 DECEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - GD1 EXPERT SUMMIT - MADRID LE 12 MAI 2012,ORATEUR/FORMATEUR
ORATEUR - JOURNÉE DE MISE AU POINT SUR LES RHUMATISMES INFLAMMATOIRES CHRONIQUES,ORATEUR/FORMATEUR
ORATEUR - PAH UNIVERSITY BECLERE - PARIS DU 18 AU 20 JANVIER 2012,ORATEUR/FORMATEUR
ORATEUR - PAH UNIVERSITY BICETRE - PARIS DU 21 AU 23 NOVEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - REUNION PRISE EN CHARGE DIETETIQUE DES PATIENTS TRAITES PAR ZAVESCA - PARIS LE 27 NOVEMBRE 2012,ORATEUR/FORMATEUR
ORATEUR - RP,ORATEUR/FORMATEUR
ORATEUR - RÉUNION SUR RIC ET RISQUES,ORATEUR/FORMATEUR
ORATEUR INTERVENANT,ORATEUR/FORMATEUR
ORATEUR LE 29/11/2012 AU CONGRES CHILENO DE OFTALMOLOGIA,ORATEUR/FORMATEUR
ORATEUR SYMPO EHA,ORATEUR/FORMATEUR
ORATEUR-AU-CNBH,ORATEUR/FORMATEUR
ORATEUR/MODERATEUR DE REUNION SCIENTIFIQUE,ORATEUR/FORMATEUR
ORATEURS,ORATEUR/FORMATEUR
ORATEUR_CONGRèS,ORATEUR/FORMATEUR
OSTEOSYNTHESES RACHIDIENNES 2013,CONGRÈS - SYMPOSIUM
Observance et optimisation du traitement par PPC FORMATION_PRATIQUE,FORMATION
Obésité et Arthrose Les traitements pharmacologiques et non pharmacologiques RP_DINER,HOSPITALITÉ
Opp,HOSPITALITÉ
Opportunités,HOSPITALITÉ
Optimisation de la VNI FORMATION_PRATIQUE,FORMATION
